CustomerID,Age,Gender,AnnualIncome,SpendingScore,Region,ProductCategory,LoyaltyScore,PurchaseFrequency,Cluster
1,0.8322651444811302,0,0.8086083989360847,-0.7212091992743404,0,1,-0.1814900569877595,-1.222541962226988,9
2,1.7037188937163297,1,1.343571975269929,-0.0979488296448789,3,1,1.2194366661906233,-0.2190247906717314,8
3,0.1619161066078999,0,0.2520145647472955,0.4560603878035311,1,0,-0.5317217377823553,-0.5057439825446619,4
4,-0.7765725464146225,1,-1.4495214318444516,-1.0674649601795967,3,4,0.8692049853960276,-1.5092611540999183,3
5,1.1004047596304225,0,-1.2307475830486767,1.4255765183382487,1,4,-0.8819534185769511,-1.5092611540999183,4
6,-1.2458168729258838,2,1.684713560456393,-1.413720721084853,2,0,-0.1814900569877595,0.8561721788517577,2
7,-0.3743631236906843,1,0.2132448519581499,-0.4442045905501353,0,2,0.8692049853960276,-0.7207833764493597,3
8,0.8322651444811302,1,1.3020121186542857,1.4602020944287744,3,4,1.569668346985219,0.9278519768199904,8
9,-0.5084329312653304,1,0.3395719353026311,0.0751790508077492,0,1,0.5189733046014319,0.1393741991694316,2
10,-0.2402933161160382,1,0.932411066437544,0.2483069312603773,3,2,-1.5824167801661426,-0.290704588639964,6
11,-1.0447121615639146,0,-1.651288689697764,1.321699790066672,1,3,-0.5317217377823553,1.6446499565023165,7
12,-1.0447121615639146,0,0.0431523697351746,-0.755834775364866,2,3,-1.2321850993715469,1.5012903605658512,7
13,-0.1732584123287152,1,-0.3500453274142339,-0.4788301666406608,3,2,-1.2321850993715469,1.5012903605658512,7
14,0.6311604331191611,1,-1.2735297883883097,0.4906859638940568,3,1,0.5189733046014319,1.6446499565023165,5
15,0.8993000482684533,1,0.5921463835965508,-1.1020905362701223,2,3,-0.8819534185769511,-1.5092611540999183,9
16,-0.1732584123287152,0,1.5360387537015818,1.3563253661571977,2,1,-0.8819534185769511,-1.0075025683222902,1
17,-1.580991391862499,1,-0.616942514017509,-0.5134557427311865,2,0,0.1687416238068361,-0.4340641845764292,6
18,-0.3073282199033613,0,-1.025446143015134,0.6291882682561593,2,4,0.1687416238068361,-0.4340641845764292,0
19,-1.648026295649822,0,-1.1634386848342109,0.9754440291614156,2,2,-1.5824167801661426,0.1393741991694316,7
20,-0.1732584123287152,0,-1.347561604584718,-0.374953438369084,0,4,-1.5824167801661426,1.0712115727564555,7
21,1.1674396634177455,1,-0.401144818636665,1.390950942247723,1,0,0.1687416238068361,1.2145711686929208,5
22,0.2289510103952229,0,0.9207456079629484,-1.4483462971753789,1,3,0.5189733046014319,0.2110539971376642,2
23,0.7652302406938072,1,1.385078686288877,1.321699790066672,3,1,1.2194366661906233,-1.437581356131686,8
24,-1.648026295649822,1,0.2408274166429567,1.044695181342467,2,1,-0.5317217377823553,1.6446499565023165,1
25,-0.3743631236906843,0,0.7913892256068411,1.1831974857045695,0,0,1.569668346985219,-0.0039853967670336,8
26,0.430055721757192,0,0.6596678641977974,-1.2059672645416992,0,2,0.1687416238068361,-1.580940952068151,3
27,-0.9776772577765916,1,1.0429804803618996,-1.4829718732659043,3,4,-0.8819534185769511,0.067694401201199,6
28,-0.3073282199033613,1,1.609937705906252,-1.136716112360648,2,3,-0.5317217377823553,-1.0791823662905229,6
29,1.1674396634177455,1,-0.4909343042531989,1.2524486378856208,1,2,1.2194366661906233,-0.0756651947352662,5
30,-0.1062235085413922,1,0.6366823936271252,1.2524486378856208,2,0,-1.5824167801661426,0.2827337951058968,1
31,1.5026141823543606,1,1.2687164023247453,0.4906859638940568,0,0,-0.1814900569877595,1.4296105625976183,1
32,0.0278462990332538,1,1.464451634953153,-1.309843992813276,2,1,0.5189733046014319,-1.2942217601952206,8
33,1.0333698558430993,1,0.1770792734070689,1.1139463335235182,1,3,-0.8819534185769511,1.357930764629386,1
34,0.0948812028205769,0,1.1356664009983215,0.2136813551698517,1,2,-1.2321850993715469,-0.1473449927034988,1
35,-0.7095376426272995,0,-1.623706125012957,-0.1325744057354045,3,1,-1.2321850993715469,1.5012903605658512,7
36,-0.7765725464146225,0,-0.4802254665191169,-0.0979488296448789,0,3,-1.5824167801661426,0.1393741991694316,7
37,1.3685443747797146,1,1.272170866109933,1.0100696052519411,2,4,-0.1814900569877595,1.2145711686929208,1
